mol.smiles,energy,full_id,mol_id,act_mol,act_conf,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,dipoleX,dipoleY,dipoleZ,E,E_ang,E_ele,E_nb,E_oop,E_rele,E_rnb,E_rsol,E_rvdw,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,npr1,npr2,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,PM6_dipole,PM6_E,PM6_Eele,PM6_HF,PM6_HOMO,PM6_IP,PM6_LUMO,PM7_dipole,PM7_E,PM7_Eele,PM7_HF,PM7_HOMO,PM7_IP,PM7_LUMO,pmi,pmi1,pmi2,pmi3,pmiX,pmiY,pmiZ,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
S(=O)(=O)(C)c1c([C@H]2CNCCC2)nc(NCc2n[nH]c3CCCc23)nc1,-34.43,MOL00006618_1,MOL00006618,1,0,,,,,,,,564.39056,0,0,564.39056,0,0,0,0,0,1.1259865,0,0,0,0,35.500713,60.629322,-59.988037,-52.958424,0.099029362,0,0,0,0,-27.050795,0,10.056566,16.438478,17.674219,7.0296125,0,0,1,0,0,0,0.19419633,,,,,,,,0.42163363,0.84942621,,,,,,,,,,,,,,,,,,,,,,4789.7397,1778.4784,3582.9358,4218.0659,2450.5164,1192.8984,1146.3252,3.6872618,2.9644926,1.7817156,1.3063841,312.875,344.47507,3.4066284,0.063130118,2.7153468,2.0875957,1.620996,0.94651145,0.50660259,0.23370504,0.097537234,0.032266673,615.25,341.25,270.375,225.125,183.625,117.5,57.75,34.125,0.5,0.5,1,0.5,0.5,0.70710677,-3.5419729,-3.5289145,-3.5263216,-7.3777065,-7.2218957,-7.0703106,1.3225927,430.75,574.375,489.875,227.625,102,40.625,14.75,4.5,0.3772538,0.1804553,1.1116762,0.91754413,0.98582298,1.1425587,1.2810167,1.5035123,1.9644181,2.1333649,0.68016213,1.0289533,1.1773384,1.8376439,2.6133175,3.1125696,3.4872823,4.0134859,1.4055133,516.89301,726.5,1339.5,879.125,532.875,229.375,102,40.625,14.75,4.5,908.75,304.75,43,1.75,0,0,0,0
OC(=O)c1ccc(NC(=O)n2nc(Nc3c(-c4nc(C)nc(N)c4)n4C=CC=Cc4n3)cc2)cc1,-68.75,MOL00006994_1,MOL00006994,1,0,,,,,,,,727.1181,0,0,727.1181,0,0,0,0,0,1.1483915,0,0,0,0,86.079323,75.323372,-26.899334,-9.215476,0.10931791,0,0,0,0,-11.861924,0,12.315156,22.692678,7.5469508,17.683859,0,0,1,0,0,0,0.013555305,,,,,,,,0.18001865,0.84224355,,,,,,,,,,,,,,,,,,,,,,13792.458,2455.5664,11488.727,13640.623,10993.27,2588.9583,210.23065,5.5343113,4.9819031,2.2499692,0.58002931,392.125,429.96732,3.8038998,0.057279631,2.7533607,2.3082674,1.8234898,0.90632701,0.4909009,0.26911435,0.12664923,0.067760803,958.25,565.375,421,337.625,277.875,211.625,147.875,107.875,0.70710677,0.70710677,1.2247449,0.5,0.5,0.70710677,-2.622798,-2.5903013,-2.5897889,-9.3867378,-9.2932577,-9.2364244,1.4561424,583.75,778.25,624.5,287.25,134.875,65.625,28.375,14,0.32036817,0.19437246,1.0870748,1.0778892,1.3599476,1.6934943,1.8927679,1.647585,0.55398101,0.67995495,1.1309081,1.8831321,2.0478652,2.555001,2.7004688,3.1501999,3.6539695,3.5134852,1.378582,663.63483,914.875,1858,1229,716.875,287.25,134.875,65.625,28.375,14,1274.25,450.75,92.375,0,0,0,0,0
O=C(N(C)c1c(C#N)cc2[nH]c(-c3n[nH]c4C[C@@H]5C[C@@H]5Cc34)nc2c1)CC1CCOCC1,84.379997,MOL00006943_1,MOL00006943,1,0,,,,,,,,675.82422,0,0,675.82422,0,0,0,0,0,1.0625597,0,0,0,0,127.74627,64.09668,-8.5548429,0.36972395,0.41388547,0,0,0,0,-17.262239,0,15.700827,17.345354,47.165154,8.9245672,0,0,1,0,0,0,0.063982807,,,,,,,,0.23957968,0.86977708,,,,,,,,,,,,,,,,,,,,,,9962.6162,2263.0979,8216.0166,9446.1182,7452.7051,903.57251,1606.3389,4.9640107,4.3553243,2.0726175,1.1016716,380.5,404.53616,2.452909,0.094767742,2.7522988,2.1197705,1.6248828,0.69545025,0.34797353,0.13280283,0.045010753,0.026128976,890.625,541.25,419.75,348,282.375,202,117.5,91.75,3.3541019,3.3541019,6.1237245,0.5,1.2247449,1.118034,-2.9562242,-2.7985449,-2.7810092,-8.9508438,-8.539463,-8.4495382,1.3851765,503.5,635.75,492.75,186.625,75.875,25.75,9.375,4.625,0.18076237,0.073994257,0.81999803,0.67168343,0.72911382,0.89803773,1.1127206,1.1879414,1.4700884,1.7919153,0.74593824,1.4846467,1.56564,1.7408977,2.5142789,3.9471176,5.9502664,6.0623932,1.426753,611.87885,873,1614.625,1007.125,551.25,186.625,75.875,25.75,9.375,4.625,1111.125,371.375,58.5,0,0,0,0,0
S(C)C1=C(C#N)[C@@H]2N[C@H](c3sc([N+](=O)[O-])cc3)C[C@@H](c3cc(OC)c(OC)cc3)N2N1,47.880001,MOL00007241_1,MOL00007241,1,0,,,,,,,,699.91113,0,0,699.91113,0,0,0,0,0,1.160127,0,0,0,0,47.197948,53.317158,-46.658722,-37.50536,0.24969557,0,0,0,0,-14.630751,0,8.5993586,23.175327,22.537096,9.1533604,0,0,1,0,0,0,0.10189466,,,,,,,,0.42283711,0.70187068,,,,,,,,,,,,,,,,,,,,,,9466.8984,3768.0059,6254.543,8911.2471,3943.4622,2878.1282,2645.3076,4.6470461,3.5368934,2.6026387,1.1290097,377.875,415.28763,2.9169674,0.10582671,2.6300147,2.1331649,1.6242555,0.68922299,0.30326658,0.1192242,0.039926969,0.00021155461,941.375,550.75,408.25,326.125,256.125,156.125,104,67.75,1.2247449,0.86602539,0.5,6.6520672,0.5,6.745369,-2.5509357,-2.5119333,-2.4555762,-6.1611476,-6.0961475,-5.995213,1.4321533,393.625,586.5,493,188.25,65.5,21.625,6.75,0.25,0.16044091,0.066308931,0.48568624,0.55406332,0.77676225,1.1974404,1.4253596,0.72988856,1.1680374,1.9161774,0.9311285,1.5503899,1.8530618,1.9933372,2.2336349,2.4598882,2.0478559,3.352057,1.3946806,646.20526,901.25,1571.375,1023.375,566.375,188.25,65.5,21.625,6.75,0.25,1177.75,436.875,73.375,0,0,0,0,0
FC(F)(F)COc1nc(NCCCCCC)nc(Nc2ccc([N@@H+](O)[O-])cc2)n1,-206.96001,MOL00007317_1,MOL00007317,1,0,,,,,,,,661.69965,0,0,661.69965,0,0,0,0,0,1.1947436,0,0,0,0,-76.90213,14.539646,-128.39378,-110.25768,0.025066217,0,0,0,0,-19.204201,0,5.1151433,15.373733,13.675699,18.136101,0,0,1,0,0,0,0.022874866,,,,,,,,0.25965202,0.77973753,,,,,,,,,,,,,,,,,,,,,,10172.181,2590.2134,7778.4365,9975.7109,7448.6069,2363.9678,359.60574,5.0861506,4.4360232,2.3907189,0.67092365,329.125,379.82773,7.0462346,0.032049317,2.6741645,2.1263714,1.7405741,1.0675052,0.62842399,0.31991208,0.16389246,0.078628413,629.875,366.5,276.75,229.375,188.5,111.5,58.75,41.25,0.5,0.5,0.70710677,0.5,0.5,1,-2.6167908,-2.5892363,-2.5720201,-8.5745964,-8.421113,-8.2823658,1.4348756,502.875,735,649.75,317.75,151.125,69.125,30.75,13.375,0.54607046,0.3013624,2.3431494,2.6385865,3.432888,4.2227578,4.4169073,2.5043378,0.87153602,1.4636223,1.6671866,2.7169225,3.0206754,3.692023,4.1170769,3.8216116,3.4208395,3.6415324,1.3410194,600.84888,805.75,1532.375,1066.375,694.125,317.75,151.125,69.125,30.75,13.375,1029.5,331.375,44.375,0,0,0,0,0
O([C@H](CCN1CCNCC1)N1CCNCC1)c1ccc2[nH]c(C=3C(=O)Nc4ccccc4N=3)cc2c1,205.10001,MOL00006875_1,MOL00006875,1,0,,,,,,,,764.13556,0,0,764.13556,0,0,0,0,0,1.043869,0,0,0,0,163.09875,51.369408,66.468575,85.261665,0.0087545719,0,0,0,0,-15.96099,0,13.741005,11.834135,12.717932,18.793089,0,0,1,0,0,0,0.032683168,,,,,,,,0.17855282,0.87769192,,,,,,,,,,,,,,,,,,,,,,15665.036,2720.5288,13372.996,15236.549,12801.194,671.79657,2192.0459,5.8718276,5.3579965,2.2300386,0.96864468,435.25,459.12936,2.6982226,0.053434826,2.7626042,2.1793382,1.5929133,0.79787832,0.46279082,0.22595967,0.080440573,0.015905781,941.375,552.625,417.5,346.625,276.25,202.25,107.625,70.75,6.2048368,0.5,6.3442888,0.70710677,4.5276928,4.6368093,-2.5443811,-2.5293627,-2.4936347,-7.3976164,-7.3563786,-6.867517,1.4538896,617.625,787.875,610.875,256.625,118,45.125,16,3,0.28263474,0.13018392,1.7806625,1.6754609,1.6481745,1.81195,2.1438541,2.885241,2.6331539,2.5248435,0.3859134,1.0530241,1.2185076,1.4811431,1.1573324,0.92590898,2.4410844,5.5257568,1.4076079,688.66833,969.375,1849.25,1159.75,648.375,256.625,118,45.125,16,3,1231.625,371.875,37.5,0,0,0,0,0
ClC1CCC(/C=N/N[C@H]2N[C@H](N[C@@H]3[C@@H](C)CCCC3)N[C@@H](NC3CCC([N+](=O)[O-])CC3)N2)CC1,-440.28,MOL00007291_1,MOL00007291,1,0,,,,,,,,761.46362,0,0,761.46362,0,0,0,0,0,1.0679789,0,0,0,0,-34.765907,12.752616,-124.27291,-103.82122,0.0015702951,0,0,0,0,-20.305029,0,4.0497193,16.638454,52.251411,20.451687,0,0,1,0,0,0,0.085572667,,,,,,,,0.30846292,0.82090497,,,,,,,,,,,,,,,,,,,,,,13290.894,3850.6711,10247.699,12483.417,8242.3711,3972.4492,1076.0737,5.4001894,4.3153286,2.5578325,1.2623547,426.75,466.68655,3.2781446,0.053210571,2.5709004,1.8258079,1.1927133,0.67866522,0.44061238,0.29895276,0.18845856,0.11339538,906.125,485,370.5,329.125,285,206.375,78.25,20.75,6.3442888,6.1846585,0.70710677,6.1846585,0.5,6.4807405,-2.1218984,-2.0761218,-2.0725613,-9.392108,-9.1484966,-9.1398563,1.472244,417.75,587,525.875,261.5,144.375,83.375,46.75,23.375,0.38967612,0.2533232,1.3076704,1.2270262,1.5089706,2.048027,2.5187767,2.9330661,2.0085924,3.4071422,0.84066689,2.4010797,2.6914995,2.089952,1.7723403,1.6836374,1.6849508,2.1232877,1.3955346,702.86682,980.875,1598.875,931.125,548.375,261.5,144.375,83.375,46.75,23.375,1181.125,344.125,22.5,0,0,0,0,0
O=C(Nc1ccc(-n2nnnc2)cc1)[C@@H]1NN[C@H](c2sccc2)C1,93.849998,MOL00007379_1,MOL00007379,1,0,,,,,,,,528.53851,0,0,528.53851,0,0,0,0,0,1.1478592,0,0,0,0,92.468529,51.15168,6.3867941,12.615927,0.0579184,0,0,0,0,-13.030393,0,10.573764,13.504047,18.069241,6.2291327,0,0,1,0,0,0,0.036297902,,,,,,,,0.197974,0.85709637,,,,,,,,,,,,,,,,,,,,,,6009.1099,1157.7682,5012.3696,5848.0815,4775.2173,427.26193,806.63055,4.2915139,3.722543,1.7133058,0.70921922,284.25,316.08475,3.0698829,0.05285139,2.9517465,2.5176866,1.840361,0.96726829,0.59097654,0.2969808,0.075347498,0.003342696,668.625,390.625,277.25,222.625,183.5,148.625,100.625,55.25,0.70710677,2.1794496,1.5,3.6742346,0.5,3.8405728,-2.6626847,-2.6171129,-2.4931285,-6.7778387,-6.3809948,-6.3612113,1.3040744,507.25,648.125,516.75,226,106,39.5,9.375,0.875,0.38232642,0.17742841,1.4305577,1.3645185,1.4827373,1.6984482,1.9203413,2.0467269,1.6446984,2.0710347,1.0663667,1.5120676,1.939324,2.2071235,2.0675743,1.8460642,4.059711,3.3477781,1.3884659,483.53726,671.375,1467.875,970.875,543.125,226,106,39.5,9.375,0.875,960.625,322.75,26.375,0,0,0,0,0
S=C1NC(=O)C(C)(C)N2[C@@H](C(=O)Nc3ccc([N+](=O)[O-])cc3)CC(=O)N12,85.57,MOL00007583_1,MOL00007583,1,0,,,,,,,,552.73486,0,0,552.73486,0,0,0,0,0,1.219734,0,0,0,0,80.787476,19.991371,29.678453,40.41029,0.23402739,0,0,0,0,-37.585728,0,7.3581319,15.053341,12.793659,10.731836,0,0,1,0,0,0,0.11440283,,,,,,,,0.23171301,0.98810792,,,,,,,,,,,,,,,,,,,,,,6361.8306,1328.1422,5663.6777,5731.8413,4874.9116,760.6908,726.22858,4.190639,3.5888097,1.3813268,1.2138606,297,327.43414,2.3549032,0.075771272,2.7978623,2.4847884,1.9776384,0.86061144,0.39097157,0.16934603,0.080392331,0.044199746,707,405.125,288.125,219.75,168,120.625,78.125,53.125,0.5,7.5828753,7.697402,0.70710677,0.5,0.5,-2.5446088,-2.3994901,-2.3759985,-9.9561148,-9.5675154,-9.3219395,1.3353137,420.25,618.25,499.25,186.75,73.75,29,14.125,6.5,0.25596529,0.13196814,0.84895754,0.87883639,0.64205933,0.32899013,0.054227348,0.20953536,1.3382534,1.7880634,0.53686911,0.70630687,0.63928461,0.88617641,1.8914263,3.3260059,4.0883226,3.2217455,1.3794738,512.42365,706.875,1401.25,949.875,540,186.875,73.75,29,14.125,6.5,981,331.625,40.75,0.125,0,0,0,0
Brc1c(S(=O)(=O)NCCCNS(=O)(=O)C)c(N)cc(Br)c1,-117.53,MOL00007772_1,MOL00007772,1,0,,,,,,,,534.12775,0,0,534.12775,0,0,0,0,0,1.5519552,0,0,0,0,-19.814344,13.784079,-55.720276,-49.259075,0.90960246,0,0,0,0,-24.14616,0,2.8766575,16.193459,11.874391,6.4612031,0,0,1,0,0,0,0.099629454,,,,,,,,0.26279125,0.83601457,,,,,,,,,,,,,,,,,,,,,,7110.604,1780.6359,5664.7148,6775.8569,4415.2451,794.60437,1900.7544,3.9747944,3.1260917,1.4652607,0.98672378,290,328.94705,3.6411579,0.09135142,2.6922724,2.2012868,1.5608131,0.78350997,0.3670364,0.16371503,0.065314643,0.00317242,791.25,419.25,300.125,241,190.5,143,73,41,0.5,0.70710677,0.86602539,0.70710677,7.0710678,7.1063352,-2.7289288,-2.7107589,-2.5484068,-6.4534531,-6.3898382,-6.3256602,1.3065461,258.625,408.375,381.75,167.625,65.375,25,8.125,0.875,0.2178259,0.10373444,0.70551205,1.0551193,1.0452384,1.3547614,1.8761826,2.8963664,3.3989644,3.5671918,0.88745272,1.8045026,2.578017,2.7819257,2.6495819,2.7662461,2.9598606,3.378062,1.3987066,493.49164,690.25,1256.375,774.375,442,167.875,65.375,25,8.125,0.875,997.75,366,60.25,0.25,0,0,0,0
N(N=C)/C(=N\CNc1nc(NC)nc(Nc2nc(-c3ccccc3)[nH]n2)n1)/c1ccccc1,-284.94,MOL00007590_1,MOL00007590,1,0,,,,,,,,754.24445,0,0,754.24445,0,0,0,0,0,1.0864362,0,0,0,0,-85.947144,43.553551,-177.0896,-155.64787,0.017268388,0,0,0,0,-20.478968,0,10.918839,23.443171,15.211076,21.441725,0,0,1,0,0,0,0.014183381,,,,,,,,0.12409949,0.90157539,,,,,,,,,,,,,,,,,,,,,,14728.635,1804.649,13110.668,14541.953,12685.712,833.8999,1209.0232,5.9196196,5.6372204,1.9799172,0.67135912,386.875,429.59213,0.75505066,0.05740628,2.6247747,1.7559423,1.2944368,0.73049706,0.47564471,0.30888453,0.19013071,0.11102223,1053.625,602.875,467.75,398.375,330.875,235.5,117.75,80.125,2.5495098,2.0615528,0.5,0.5,7.4330344,7.3484693,-2.6752098,-2.666718,-2.6653855,-9.4754953,-9.1463299,-8.7552719,1.4751784,399.75,511.25,493.75,266.25,146.625,80.5,42.375,21.125,0.31346872,0.20207091,0.47773221,0.28112173,0.32900113,0.48796543,0.62762022,1.3669837,1.0599784,1.4094642,0.25230721,0.5300976,0.61014944,0.55253869,0.59502435,0.68245459,1.0149183,1.1496848,1.3698426,681.28265,933.25,1666,958.875,585.25,266.25,146.625,80.5,42.375,21.125,1266.25,447.625,91.5,0,0,0,0,0
O=C(N[C@H]1NN[C@H](c2n(CC)c3ccccc3c2)C1)c1cc(OC)c(OC)cc1,36.66,MOL00007656_1,MOL00007656,1,0,,,,,,,,656.20935,0,0,656.20935,0,0,0,0,0,1.0359128,0,0,0,0,74.580544,53.711346,-16.240543,-5.4823241,0.03207757,0,0,0,0,-9.1754131,0,7.220696,11.912762,19.098747,10.758219,0,0,1,0,0,0,0.051233534,,,,,,,,0.13028008,0.96692008,,,,,,,,,,,,,,,,,,,,,,9020.8027,1120.7618,8318.1338,8602.7109,7397.3813,794.23083,829.19098,4.9492707,4.6383419,1.3762634,1.0498806,355.5,390.51215,3.6061332,0.083090238,2.6023746,1.717862,1.1329128,0.5960564,0.35556677,0.20063511,0.10515667,0.044971243,831.625,494,387.125,338,294.125,197.875,105.125,61.625,0.86602539,1.2247449,1.5,0.5,0.70710677,0.5,-2.5661812,-2.564585,-2.5637944,-9.1801815,-8.8794594,-8.8566523,1.3950526,371.5,450.625,384.25,176.25,85.5,42.5,19.5,7.25,0.2208589,0.12573965,1.1246365,0.94038242,1.0709682,1.2896156,1.4817984,2.3684151,1.0264393,0.55224615,0.47897667,1.4299182,2.0121791,2.4386492,2.6235211,2.9956863,3.3914096,3.7440434,1.3936298,596.37433,831.125,1320,735.125,408.375,176.25,85.5,42.5,19.5,7.25,948.5,284.5,24.125,0,0,0,0,0
O[C@@H]1[C@]2(O)C(O)=C(C(=O)N)C(=O)[C@H](N(C)C)[C@H]2[C@@H](O)[C@H]2[C@H](C)c3cccc(O)c3C(=O)[C@H]12,91,MOL00007539_1,MOL00007539,1,0,,,,,,,,585.18896,0,0,585.18896,0,0,0,0,0,1.1879802,0,0,0,0,72.352951,12.079165,-12.835156,18.01025,0.25602114,0,0,0,0,-10.438,0,17.263309,29.595703,24.744209,30.845406,0,0,1,0,0,0,0.035640534,,,,,,,,0.24420767,0.81873667,,,,,,,,,,,,,,,,,,,,,,6854.3882,1622.8204,5440.708,6645.248,5197.1748,1268.5616,388.65173,4.0386062,3.5368807,1.8005091,0.66771716,353.75,370.65012,4.8517876,0.024878643,2.7338595,2.2056015,1.7688836,1.2969919,0.86041898,0.42687559,0.17421424,0.055182479,511.625,282.375,214.375,177.375,146.125,96.125,47.25,26.5,0.5,6.3442888,6.5192022,0.5,7.5828753,7.5663729,-2.2720823,-2.2668118,-2.2356904,-7.6284618,-7.6164193,-7.6057115,1.3245308,468.625,712.375,625.375,348,171.625,73,27.125,9.125,0.80058306,0.41155744,2.2590697,2.306812,2.5312102,2.935729,3.2199922,3.8052006,2.8315244,2.9015138,0.79303932,1.5884442,2.0219603,2.2304082,2.3223348,2.6492689,3.1410677,3.5292647,1.4349419,541.1369,776.5,1396.875,991.375,666.625,348,171.625,73,27.125,9.125,928.25,279,41.25,0,0,0,0,0
O=C([O-])CCCCCNc1c(NCCCCCC(=O)[O-])nnnc1NCCCCCC(=O)[O-],104.56,MOL00007659_1,MOL00007659,1,0,,,,,,,,802.36469,0,0,802.36469,0,0,0,0,0,1.0773009,0,0,0,0,50.500931,22.616941,-10.84601,2.0341587,0.1531238,0,0,0,0,-283.26367,0,7.2540946,21.644358,18.442614,12.880169,0,0,1,0,0,0,0.033831596,,,,,,,,0.41442925,0.62486684,,,,,,,,,,,,,,,,,,,,,,17106.289,6952.7388,10483.178,16776.66,9953.8018,6808.8813,343.60498,6.2907419,4.7291718,3.8308954,0.86985391,401.25,461.55865,0.58007675,0.033956047,2.8715363,2.6157842,1.9875687,1.1163179,0.61111128,0.31236172,0.13039872,0.032771442,889.875,500.75,353,283.5,232.625,184.375,123.5,75.875,0.5,1.2247449,1.118034,0.70710677,0.70710677,1.2247449,-2.7537227,-2.7075162,-2.6900785,-7.5403543,-7.5032234,-7.3712006,1.5604818,730,1078.375,880,386.125,172.875,76.625,28.25,6.375,0.48973086,0.27028218,0.17548311,0.20096384,0.27184078,0.37025765,0.51265097,0.61988318,0.67781734,0.60197067,0.26945665,0.34102803,0.40751061,0.46044818,0.36793408,0.40770975,1.0087463,2.7495267,1.3173505,745.81519,982.5,2206.375,1568.375,911.625,386.125,172.875,76.625,28.25,6.375,1476.375,490,31.625,0,0,0,0,0
O=C1[C@H](N)CCc2nc(N[C@@H]3C(=O)Nc4cccnc4CC3)ccc2N1,64.519997,MOL00007857_1,MOL00007857,1,0,,,,,,,,551.3349,0,0,551.3349,0,0,0,0,0,1.1228999,0,0,0,0,75.166908,26.514223,12.856353,26.322689,0.29131812,0,0,0,0,-34.475021,0,8.9346972,25.168915,13.103979,13.466337,0,0,1,0,0,0,0.018521737,,,,,,,,0.16147636,0.86978769,,,,,,,,,,,,,,,,,,,,,,6420.6738,1020.8294,5498.668,6321.8506,5213.1035,909.7287,297.84164,4.3960805,4.0001116,1.6477709,0.54439354,295.875,318.78461,3.6221743,0.045684729,2.941088,2.5235088,1.9292779,1.087976,0.62443346,0.3428129,0.16316536,0.076672323,638.75,366.625,268.625,217.25,174.75,141.625,91.25,63.375,0.70710677,0.5,1.118034,0.70710677,0.70710677,0.70710677,-2.4098971,-2.3942301,-2.3921103,-7.8795209,-7.7574286,-7.6481924,1.3139288,556.75,710.625,561.875,258.75,121.875,58.25,25.125,9.875,0.45369941,0.26812428,1.5930771,1.3641263,1.5445004,1.7697701,1.9442252,1.8783343,0.77572829,0.50544065,0.73800832,1.4008647,1.7993023,2.0617456,2.0963235,2.4852884,2.9648407,3.049777,1.3865523,493.21973,683.875,1491.25,1005,598.375,258.75,121.875,58.25,25.125,9.875,934.5,294.375,36.5,0,0,0,0,0
ClC=1N[C@]2(CCC)C(c3nc(Nc4ccc(S(=O)(=O)N)cc4)ncc3)=CNC2=C(C)C=1,-92.099998,MOL00007858_1,MOL00007858,1,0,,,,,,,,681.9295,0,0,681.9295,0,0,0,0,0,1.1509805,0,0,0,0,32.936401,39.101025,-45.578354,-33.044136,1.7780294,0,0,0,0,-11.277713,0,7.0897017,10.950076,18.011784,12.534214,0,0,1,0,0,0,0.061714198,,,,,,,,0.15965213,0.9371109,,,,,,,,,,,,,,,,,,,,,,11306.256,1721.7661,10106.26,10784.486,9475.6621,541.70093,1288.8928,5.0935526,4.5164685,1.5249126,1.1219966,378.625,413.28058,5.6715784,0.063901581,2.5730321,2.0404198,1.414344,0.7682699,0.43415704,0.21040399,0.090487674,0.026393415,908.375,525.75,395,328.125,272.875,192.625,114.5,62.625,0.5,7.3654599,7.6485291,1.118034,0.5,0.70710677,-2.6856382,-2.6540236,-2.60797,-8.7530413,-8.7269592,-8.6297865,1.4159383,384.25,545.75,484.125,227.75,102.75,43.25,15.75,5.625,0.26012659,0.13180952,1.0789515,1.5231898,1.8042041,2.1974204,2.5553033,2.3720286,2.3555832,2.0109005,1.2100774,2.4862924,3.5301771,4.0084696,3.8840489,3.6827757,3.5527475,2.0803213,1.4068595,635.45789,894,1538.375,969.375,548.75,227.75,102.75,43.25,15.75,5.625,1154.125,423.625,64.625,0,0,0,0,0
OCCn1nc(-c2ccc(Nc3c(C(=O)NN=C)c(C)nc(N4CCCCCC4)n3)cc2)nn1,5.54,MOL00007788_1,MOL00007788,1,0,,,,,,,,721.09985,0,0,721.09985,0,0,0,0,0,1.0883942,0,0,0,0,0.13218325,28.456944,-81.021164,-62.156281,0.55497277,0,0,0,0,-11.78651,0,12.343701,22.087189,20.932848,18.864878,0,0,1,0,0,0,0.024120968,,,,,,,,0.2408071,0.7963146,,,,,,,,,,,,,,,,,,,,,,11785.19,2786.2424,9213.7051,11570.434,7958.7627,377.10583,3449.3218,5.1972156,4.4726253,2.4359221,0.69464016,400.875,439.83643,3.5920939,0.052856937,2.7444754,2.2070026,1.67475,0.95408136,0.48957562,0.17436597,0.010574546,0,866.625,511.75,387,316.625,252.75,185.875,111.375,74.125,0.70710677,7.1763501,7.1763501,0.70710677,0.70710677,1.4142135,-2.7363822,-2.6712959,-2.6398876,-5.8097377,-5.7927465,-5.5725765,1.4283025,595.625,753.125,599.5,277.125,108.625,30.75,2.25,0,0.28068477,0.097118042,0.80385268,0.68554485,0.97041744,1.2642659,1.5258451,1.3298466,0.49563718,0.86563516,1.56224,2.3472605,2.7052858,2.8916314,2.623055,1.664991,2.0502417,0,1.4080085,653.31641,919.875,1767.75,1151.625,667.375,277.125,108.625,30.75,2.25,0,1172.125,398.5,67.875,0,0,0,0,0
O(C)CCCN1N[C@H](C)[C@@H](C(=O)N[C@@H]2CC[C@H]3C[C@H]([C@H]4N[C@H](CC)ON4)CC[C@@H]23)C1,6.5700002,MOL00007686_1,MOL00007686,1,0,,,,,,,,710.47974,0,0,710.47974,0,0,0,0,0,0.99453396,0,0,0,0,73.169563,20.54595,-26.252077,-23.087017,0.0034979503,0,0,0,0,-11.234761,0,7.5978389,16.570509,68.109291,3.1650586,0,0,1,0,0,0,0.02270703,,,,,,,,0.058024876,0.98572409,,,,,,,,,,,,,,,,,,,,,,12711.855,721.81451,12262.154,12439.742,11841.775,319.07764,551.0025,5.7665639,5.5469666,1.0903904,0.83586419,384.375,421.06592,1.9682747,0.037483819,2.5970225,1.9646502,1.4011698,0.8390125,0.46511576,0.20734596,0.071434952,0.022356197,578.75,350.875,288,245,195,94.25,32.25,13.25,0.70710677,0.5,0.5,0.5,0.70710677,0.86602539,-2.1734738,-2.1616864,-2.1452651,-7.3422685,-7.2003098,-7.1365161,1.4558722,562.25,760,543,244.5,107,42.375,13.625,3.75,0.37152779,0.17295918,0.80963397,0.92428035,1.1068615,1.2712655,1.4092922,1.0192219,0.501643,0.38613105,0.97752666,1.5041031,1.4960525,1.3751996,0.88581765,0.81425589,1.3607889,3.7872992,1.3460373,632.31903,851.125,1445.5,959.75,550.125,244.5,107,42.375,13.625,3.75,883.25,199.75,7.125,0,0,0,0,0
