mol.smiles,energy,full_id,mol_id,act_mol,act_conf,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,dipoleX,dipoleY,dipoleZ,E,E_ang,E_ele,E_nb,E_oop,E_rele,E_rnb,E_rsol,E_rvdw,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,npr1,npr2,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,PM6_dipole,PM6_E,PM6_Eele,PM6_HF,PM6_HOMO,PM6_IP,PM6_LUMO,PM7_dipole,PM7_E,PM7_Eele,PM7_HF,PM7_HOMO,PM7_IP,PM7_LUMO,pmi,pmi1,pmi2,pmi3,pmiX,pmiY,pmiZ,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
OC(=O)c1ccc(N2C(O)=C(C(=O)N)C(C)=CC2=O)cc1,14.33,MOL00015344_1,MOL00015344,1,0,,,,,,,,454.8996,0,0,454.8996,0,0,0,0,0,1.1922849,0,0,0,0,42.129227,10.335361,-2.4775109,13.473973,0.52836639,0,0,0,0,-9.5972967,0,12.306041,19.418154,5.4854865,15.951485,0,0,1,0,0,0,0.018042481,,,,,,,,0.16699205,0.86476696,,,,,,,,,,,,,,,,,,,,,,3750.8127,616.56519,3192.8777,3692.1829,3039.4253,208.37994,503.00751,3.6853604,3.3158984,1.3737926,0.44539911,231.625,256.98911,2.4046862,0.044895492,3.0243781,2.6657321,2.1244879,1.2395855,0.62567157,0.26538387,0.096428744,0.03677398,468.75,272.25,193.875,144.375,121.5,89.375,65.25,43.125,0.70710677,0.5,0.5,0.5,0.70710677,0.5,-2.6012647,-2.5848327,-2.5605209,-7.5386267,-7.3937392,-7.2711477,1.2688079,495,670.75,515.875,226.75,93.75,36,12.875,4.25,0.48355898,0.24935065,0.5994786,0.67261821,0.94757307,1.1719207,1.2383988,0.73602426,0.4846535,0.52309942,0.4592362,0.71083462,0.90168715,1.1907971,1.5798916,2.2543383,2.6735768,2.9436171,1.3404251,415.07355,556.375,1267,903.5,539.25,226.75,93.75,36,12.875,4.25,772,232.75,23.375,0,0,0,0,0
Fc1c([C@](O)(Cn2c(NCCCNC(O)=O)ncn2)Cn2ncnc2)ccc(F)c1,-87.019997,MOL00015153_1,MOL00015153,1,0,,,,,,,,611.05176,0,0,611.05176,0,0,0,0,0,1.1949083,0,0,0,0,38.074535,63.122978,-51.033661,-43.662624,0.028434504,0,0,0,0,-20.947025,0,11.111864,24.434746,7.4738836,7.3710346,0,0,1,0,0,0,0.16644081,,,,,,,,0.39697698,0.84326762,,,,,,,,,,,,,,,,,,,,,,6956.1489,2465.2942,5236.8345,6210.1689,3589.0562,1243.2399,2123.8528,4.1585693,3.3076792,2.0247204,1.3494391,336.625,378.98151,2.8824716,0.048210297,2.759234,2.5099132,1.8401614,0.96086222,0.56003481,0.32887518,0.16145818,0.071624465,656.625,375.25,267.5,210.75,167,132.25,84,48.75,0.5,0.86602539,0.70710677,0.70710677,5.4083271,6.0621777,-2.6875627,-2.6370955,-2.601438,-8.5271139,-8.0758257,-8.0279293,1.3699206,530.75,751.125,574,258,124.75,60.5,28,10.5,0.46635514,0.28706998,0.44983044,0.52419913,0.59753549,0.60945541,0.70132416,0.78675866,1.1032766,1.2416077,0.48476836,0.62162584,0.98523962,1.8738452,2.3476179,2.7837081,3.0474684,3.5927427,1.3953918,566.14923,790,1545,1069.875,612.75,258.125,124.75,60.5,28,10.5,1014.25,318.75,38.75,0.125,0,0,0,0
S(=O)(=O)([C@H]1COCC1)[C@H]1CC=C(CNC(=O)c2[nH]c3ccncc3c2)C=C1,5.3299999,MOL00015227_1,MOL00015227,1,0,,,,,,,,515.04034,0,0,515.04034,0,0,0,0,0,1.13447,0,0,0,0,41.893372,47.556976,-37.531521,-34.183159,0.17956486,0,0,0,0,-16.777555,0,6.3105755,12.13079,22.029413,3.3483632,0,0,1,0,0,0,0.13751362,,,,,,,,0.3965773,0.80345857,,,,,,,,,,,,,,,,,,,,,,4564.3765,1645.5441,3333.843,4149.3652,2459.8098,1367.7694,736.797,3.5300188,2.8506327,1.8050183,1.0570953,322.875,350.28241,2.2026882,0.095079087,2.7634621,2.4086666,1.5729733,0.78945768,0.36314118,0.12094881,0.04237685,0.023913413,692.625,377,267.625,218.375,173.625,138.5,73.125,33.625,0.70710677,1.4142135,0.70710677,0.5,1.118034,0.70710677,-2.5037174,-2.3670552,-2.3668976,-8.0667677,-8.0326662,-7.9587355,1.2208141,345.5,500,400,160.125,57.625,19.25,6.875,3.125,0.21531995,0.08815112,0.58349949,0.75695598,0.76931888,0.80063844,0.89442706,1.0268217,1.4644538,2.5070639,0.65584964,0.67853194,0.83240789,1.2561183,2.1481311,3.3704512,4.5827942,4.4886742,1.5197151,475.25357,722.25,1244.5,790.375,419.625,160.125,57.625,19.25,6.875,3.125,899,290.375,19.625,0,0,0,0,0
S(=O)(=O)(Nc1c(C(F)(F)F)cc(F)cc1)CC(=O)Nc1ccc(S(O)(=O)=O)cc1,-73.860001,MOL00015273_6,MOL00015273,1,0,,,,,,,,518.4422,0,0,518.4422,0,0,0,0,0,1.4390186,0,0,0,0,-10.667605,14.121855,-55.478615,-47.406521,0.056626409,0,0,0,0,-57.557827,0,7.5821948,17.117723,14.978238,8.0720959,0,0,1,0,0,0,0.1491238,,,,,,,,0.31018317,0.88390273,,,,,,,,,,,,,,,,,,,,,,6639.6606,1877.3293,5349.6665,6052.3252,4104.5786,732.57843,1802.5033,3.8657722,3.0558615,1.6680006,1.1800683,308.75,350.19958,3.6604269,0.020829957,2.8153083,2.645036,2.2515874,1.4724218,0.83973128,0.40922385,0.19634776,0.052846078,449.75,228.25,149.5,102.5,72.25,52.125,36,18.375,9.8361578,0.70710677,10.012492,5.315073,0.5,5.1478152,-2.2362337,-2.1336906,-2.1306918,-7.5042973,-7.410399,-7.1110253,1.2771052,397.375,709.375,689.125,345.125,152.75,68.375,28,7.375,1.0217391,0.66707319,1.4135522,1.2566981,1.3127574,1.3600438,1.4744711,1.5320114,1.4134737,1.7487936,0.91819143,1.0299016,1.2428039,1.9137337,2.7180228,3.5385585,4.1967678,5.3982563,1.4515562,496.36383,720.5,1407.375,1105.5,729.125,345.125,152.75,68.375,28,7.375,1010,396.125,40,0,0,0,0,0
O=C(NC1CCC(Oc2c(OC)nccn2)CC1)c1[nH]c2cc(OC)ccc2c1,49.189999,MOL00014965_1,MOL00014965,1,0,,,,,,,,661.09082,0,0,661.09082,0,0,0,0,0,1.0677805,0,0,0,0,85.385201,44.356091,2.4674013,21.359432,0.006266722,0,0,0,0,-10.350267,0,9.6144466,11.282238,10.048964,18.892031,0,0,1,0,0,0,0.024376184,,,,,,,,0.078215875,0.9672668,,,,,,,,,,,,,,,,,,,,,,10827.772,828.0722,10240.463,10587.01,9261.6113,780.77429,785.38702,5.3932343,5.1656399,1.2499061,0.80650479,348.625,379.4194,2.6535814,0.09453731,2.6767948,2.0175433,1.3294855,0.57828921,0.28573787,0.13545579,0.047870517,0.021828067,883.75,519.375,390.875,322.75,267.625,189.375,108.375,69.75,0.5,1.6583124,1.5811388,0.70710677,0.86602539,1.5,-2.4711707,-2.4573233,-2.4467366,-8.6210604,-8.3466072,-8.1141949,1.3907843,372,496,387.625,144.375,60.125,25.625,8.875,3.75,0.15382156,0.079395816,0.7325356,0.70344228,0.80537909,1.0057406,1.2254446,1.0901643,0.6868915,0.27223885,0.31435472,0.86206436,1.2698526,1.6211575,1.8919464,2.3304994,4.0796638,4.8550043,1.3865314,584.91284,811,1389,809.5,414.25,144.375,60.125,25.625,8.875,3.75,1017,313.5,26.625,0,0,0,0,0
S(O)(=O)(=O)c1c(CNC(=O)[C@H](NC(=O)C)CCCCNC(=O)C)ccc(S(O)(=O)=O)c1,-108.15,MOL00014943_1,MOL00014943,1,0,,,,,,,,643.25195,0,0,643.25195,0,0,0,0,0,1.2507391,0,0,0,0,27.027523,10.648669,-12.114599,-0.73309892,0.22401187,0,0,0,0,-39.108555,0,4.1959448,27.715612,12.691997,11.3815,0,0,1,0,0,0,0.28010932,,,,,,,,0.53491771,0.82197011,,,,,,,,,,,,,,,,,,,,,,7545.8896,3425.2205,5263.293,6403.2656,4056.9182,1421.1964,2067.7749,4.0753889,2.9550149,2.2782252,1.5639521,363.25,416.49597,4.9727192,0.016779549,2.7188439,2.3132875,1.9445229,1.4531308,0.99099559,0.55136228,0.30074623,0.13794699,400.125,222.5,166.25,128.625,98.75,51.75,20.875,9,6.3639612,0.5,6.1032777,0.5,4.9497476,5.2201533,-2.1981502,-2.1173875,-2.0897861,-9.2101717,-8.9989119,-8.9545307,1.3903933,554.125,857,789,461.125,244.875,121,59.125,23.5,1.4729323,0.94071913,2.1095636,2.6435778,2.9631562,3.2826362,3.5484176,3.3445032,2.8644946,2.4460971,0.58971137,1.0010343,1.3609662,1.8126674,2.1231565,2.5699496,3.0393484,2.8986073,1.405414,600.44586,843.875,1634.875,1270.75,857.25,463.125,244.875,121,59.125,23.5,1080.75,413.75,68.25,2,0,0,0,0
FC(F)(F)[C@H](Nc1ncnc(NC=2C(=O)N3[C@](C)(C(F)(F)F)NCOCC3=CC=2)c1)C1CC1,93.790001,MOL00015075_1,MOL00015075,1,0,,,,,,,,635.48383,0,0,635.48383,0,0,0,0,0,1.294912,0,0,0,0,92.768753,17.445782,-8.3022261,15.367105,0.21567935,0,0,0,0,-13.097627,0,15.816897,22.752151,43.92329,23.669331,0,0,1,0,0,0,0.05566112,,,,,,,,0.16327293,0.94032151,,,,,,,,,,,,,,,,,,,,,,10878.286,1688.6617,9725.3408,10342.569,9060.8643,1115.8485,701.57379,4.872313,4.4471931,1.5651487,1.0492089,353.875,388.18756,1.5643761,0.039476823,2.7083855,2.3007548,1.8457978,1.0333601,0.4818252,0.20661874,0.077247791,0.024135372,570.375,314.75,229.25,181.75,135.375,78.125,40.375,23,0.5,6.4807405,6.5764732,0.70710677,0.5,1.118034,-2.5473781,-2.475755,-2.3735313,-7.9937148,-7.8906937,-7.78408,1.3654387,436.25,716.25,591.375,261.625,99.125,37.125,12.375,4.25,0.43238822,0.2042641,1.3876287,1.6473793,2.0417027,2.3918536,2.8744886,2.5163243,2.8802204,3.0474343,0.3941521,0.50355858,0.47536436,0.37801653,0.5578118,1.3031161,1.9996015,2.5799778,1.4114699,573.60413,809.625,1425.75,1022,628.5,261.625,99.125,37.125,12.375,4.25,989.5,305.75,37.125,0,0,0,0,0
O(CC)c1c(OCC)cc2CC[N@H+](CN3C(=O)[C@@](C)(C4CC4)NC3=O)Cc2c1,-52.560001,MOL00014997_1,MOL00014997,1,0,,,,,,,,640.47461,0,0,640.47461,0,0,0,0,0,1.0253967,0,0,0,0,-2.4135282,26.130575,-81.723656,-73.531502,0.49097264,0,0,0,0,-75.556458,0,5.3922348,12.304656,39.104187,8.1921539,0,0,1,0,0,0,0.035861809,,,,,,,,0.11629838,0.95520771,,,,,,,,,,,,,,,,,,,,,,8027.0098,901.30389,7402.7891,7749.9263,7045.5312,518.53839,462.93997,4.7335286,4.4746785,1.3381765,0.84737945,349.375,384.03918,4.1491065,0.11951669,2.4906998,1.6924233,1.0433108,0.52160227,0.25075138,0.11141571,0.041836243,0.0086334515,771.5,472.625,372.5,327,280.625,158.5,93.375,48.25,8.7321243,0.5,9.0277348,4.8218255,4.472136,1.118034,-2.418462,-2.2877903,-2.2779229,-6.5270486,-6.4240651,-6.3976598,1.3776095,350.875,421.375,318,130.375,52.25,20.375,6.75,1.5,0.14026846,0.06230887,0.55199522,0.81672412,0.91670936,0.97890544,0.96667743,0.64285856,0.90699625,0.84484214,0.45986533,0.82590514,1.382745,2.0558491,3.3361664,4.100316,4.8224649,4.3552861,1.3997915,579.37201,811,1193.25,665.625,334.25,130.375,52.25,20.375,6.75,1.5,842.375,244.25,16.25,0,0,0,0,0
O=C(NC1CC(NC(=O)[C@]23S(=O)(=O)N(CC2)CCC3)C1)c1c(C)c(C)[nH]n1,-35.380001,MOL00015265_1,MOL00015265,1,0,,,,,,,,602.26178,0,0,602.26178,0,0,0,0,0,1.153982,0,0,0,0,34.44276,47.657703,-57.841198,-48.76273,0.14526547,0,0,0,0,-35.956821,0,8.3149014,17.942839,27.087618,9.0784712,0,0,1,0,0,0,0.028951133,,,,,,,,0.087723874,0.97001874,,,,,,,,,,,,,,,,,,,,,,8832.1025,753.0448,8326.8965,8584.2637,7857.8667,682.65582,291.5798,4.8838754,4.7240729,1.1687206,0.80380255,320.875,355.5094,2.3584487,0.071168073,2.701129,2.0962777,1.4891843,0.79376805,0.36299163,0.15299298,0.072446719,0.03969999,776.125,421.875,316.125,259.375,214.875,152.875,81.625,46.625,7.4498324,0.5,7.7942286,0.5,1.118034,0.70710677,-2.3572152,-2.3489366,-2.293884,-8.9644623,-8.7498865,-8.6947918,1.3571377,354.25,490.125,431.875,187.625,71.875,29.625,13.75,6.125,0.22736259,0.11421686,0.6828227,0.99341112,1.2455635,1.3248699,1.5938232,1.2937669,1.8815876,3.0705178,0.7120859,1.0631839,1.3344121,1.5253433,2.3768084,2.8729789,3.1205039,3.4499381,1.3848107,542.1319,750.75,1329.5,810.75,468.5,187.625,71.875,29.625,13.75,6.125,975.25,320.625,36.625,0,0,0,0,0
OC(=O)[C@@H](C)CCC[C@H](NC(=O)c1nc(C)[nH]n1)C,26.48,MOL00015414_1,MOL00015414,1,0,,,,,,,,461.72992,0,0,461.72992,0,0,0,0,0,1.0526278,0,0,0,0,91.409401,29.389017,42.612564,47.905361,0.21257326,0,0,0,0,-15.902489,0,6.2343726,13.938615,7.6680775,5.2927985,0,0,1,0,0,0,0.054213855,,,,,,,,0.21002187,0.8863129,,,,,,,,,,,,,,,,,,,,,,2898.3003,580.73401,2450.7546,2765.1121,2259.0447,286.18896,353.06683,3.4174993,3.1013749,1.3429306,0.72212011,235.75,268.39221,1.9947251,0.058743019,2.7987702,1.9326667,1.3900648,0.8496899,0.53133291,0.27838147,0.1562753,0.090737812,478.75,280,225.375,197.5,167.125,99.25,47,27.125,0.5,0.5,1,0.5,7.5828753,7.5663729,-2.5026095,-2.4874563,-2.4839261,-9.0414333,-8.956296,-8.9267931,1.2641921,341.5,437.75,357.875,177.75,91.125,43,21.25,10.875,0.40432611,0.21772152,0.45539272,0.38634005,0.50653094,0.60384965,0.69244695,1.0021013,1.249368,2.7065845,0.76650149,1.4138927,1.591247,1.568552,1.6959195,1.740187,1.8800761,1.8058308,1.3490367,415.85229,561,1006.5,623.625,376.375,177.75,91.125,43,21.25,10.875,665,185.875,18.5,0,0,0,0,0
BrC1=C[C@@H]2NC(=O)/C(=C\3/C(=O)c4cc(C(OC)=N)ccc4N/3)/[C@@H]2C=C1,29.43,MOL00015565_2,MOL00015565,1,0,,,,,,,,559.56195,0,0,559.56195,0,0,0,0,0,1.2644126,0,0,0,0,53.187267,47.444725,-24.531574,-15.554681,0.32537919,0,0,0,0,-19.210949,0,10.215788,19.129633,10.75606,8.9768925,0,0,1,0,0,0,0.015951138,,,,,,,,0.10103828,0.92443204,,,,,,,,,,,,,,,,,,,,,,8855.9541,883.53833,8083.7793,8744.5898,7871.4238,114.1563,870.37354,4.7891288,4.0062404,1.3597063,0.50597942,305.375,325.23077,2.0749619,0.084835179,2.7847326,2.2771254,1.4731634,0.69379532,0.34986532,0.16419113,0.071329489,0.022572124,791,465.25,335.125,278.375,233.75,186.875,124.875,70.875,2.5495098,3.1622777,0.70710677,0.70710677,0.5,0.5,-2.6111872,-2.5925817,-2.5923519,-7.5247188,-7.2401328,-7.2185783,1.316079,384.875,507,391.375,159,66.375,28,9.625,3,0.19806042,0.10058375,0.38279569,0.25901654,0.35009754,0.29330802,0.48663729,1.4165232,0.42033726,0.6442821,0.72199804,1.4092194,1.7352149,1.7095261,1.9209409,2.7652879,3.4577911,4.9151797,1.4028451,507.36176,711.75,1337.125,819.75,423.125,159,66.375,28,9.625,3,952.25,312.75,31.75,0,0,0,0,0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)N[C@H](C/C(=N\Nc3nncc4ccccc34)/C)Nc2c1,-147.67999,MOL00015373_1,MOL00015373,1,0,,,,,,,,627.16138,0,0,627.16138,0,0,0,0,0,1.2958047,0,0,0,0,9.9397087,19.194351,-62.376057,-51.623383,0.39087388,0,0,0,0,-37.792095,0,12.188117,28.747335,29.789751,10.752671,0,0,1,0,0,0,0.1217275,,,,,,,,0.36369619,0.82064253,,,,,,,,,,,,,,,,,,,,,,8257.7217,2749.8499,6204.7495,7560.8433,5336.7856,699.56769,2221.3682,4.1571369,3.3464558,2.0557957,1.1675607,368.75,403.45181,4.5782704,0.036832929,2.6679394,2.254885,1.8003594,1.192212,0.72284222,0.32837954,0.13156134,0.042311832,709.875,384.875,282.75,217.625,172.25,122.25,60.75,34.25,0.5,0.70710677,1.118034,0.86602539,0.5,1.2247449,-3.3080952,-3.2195323,-3.068939,-9.4773245,-8.8219004,-8.5922909,1.349717,403.75,636.75,620.375,338,160.5,62.75,22.75,7.125,0.56763923,0.28834003,1.993475,2.1844056,2.4773159,3.0114117,3.5061226,4.0408969,3.2078898,3.1265476,0.33121175,1.1273409,1.5564772,1.8703212,2.1111627,2.3635056,2.883373,3.4803419,1.457426,590.68182,860.875,1580.5,1120.125,714,342.25,160.5,62.75,22.75,7.125,1176.75,483.375,93.625,4.25,0,0,0,0
Clc1nccc(NC(=O)C(NCc2c(NC(=O)Nc3ccc(C(O)=O)cc3)cc(F)cc2)(C)C)c1,-13.45,MOL00015571_1,MOL00015571,1,0,,,,,,,,700.448,0,0,700.448,0,0,0,0,0,1.149478,0,0,0,0,50.432926,24.154358,-5.6193433,11.801109,0.12155227,0,0,0,0,-11.002581,0,9.6982088,18.855894,4.6576972,17.420452,0,0,1,0,0,0,0.072935715,,,,,,,,0.44375515,0.66219717,,,,,,,,,,,,,,,,,,,,,,10624.789,4477.5986,6681.7329,10090.246,3764.4756,959.89545,5900.418,4.7208114,3.5219891,2.8919396,0.95116997,414.75,457.41968,3.3102102,0.09515027,2.6498384,2.2455449,1.6063174,0.75585699,0.36574802,0.14971925,0.038691506,0.01159007,932,563.375,416.25,332.375,265.125,206.25,133.375,88.875,7.2972598,0.70710677,7.2629194,0.5,0.70710677,0.86602539,-2.5420547,-2.4582434,-2.4533134,-6.8691092,-6.8498001,-6.8235655,1.3979268,490,681.75,516.75,207.5,80.625,29.375,7.625,2.125,0.1936937,0.088379093,0.693317,0.69484347,0.82542908,0.95304257,0.90738851,0.91520834,0.80068398,0.98573464,0.91203707,1.4248918,1.949325,2.5063593,2.6966584,3.6039279,5.5165296,7.3008218,1.4529903,652.27557,947.75,1657,1067.875,575.625,207.5,80.625,29.375,7.625,2.125,1167,386.125,58.875,0,0,0,0,0
OC(=O)N[C@H](CC)CCNc1ccc2c(C(=O)N[C@@H]3CN4CCC3CC4)nsc2c1,-40.369999,MOL00015503_1,MOL00015503,1,0,,,,,,,,679.03625,0,0,679.03625,0,0,0,0,0,1.0918019,0,0,0,0,78.879036,22.126295,4.933116,20.255405,0.33667976,0,0,0,0,-12.680807,0,9.7653532,15.765534,26.395302,15.322289,0,0,1,0,0,0,0.019267339,,,,,,,,0.079170816,0.96538138,,,,,,,,,,,,,,,,,,,,,,12611.136,976.67731,11909.264,12336.33,9199.1709,307.46219,3104.5029,5.59869,5.5208116,1.2748928,0.76632643,368.5,400.841,2.6662531,0.055331424,2.7047057,2.0929196,1.6333168,0.77235508,0.42698812,0.22139928,0.10089219,0.051600661,795.5,470,367.375,304.625,245.75,157.125,85.375,60.875,0.70710677,0.86602539,0.5,0.86602539,0.70710677,0.5,-2.6353855,-2.5885928,-2.526921,-8.7165098,-8.6018963,-8.5745506,1.4146764,502,692,543.625,223.125,103,46.125,19.875,8.875,0.28036746,0.15141568,0.65233636,0.45262,0.44907179,0.51399571,0.63628924,1.479005,0.30286902,0.47547659,0.64487934,1.1558073,1.3812174,1.9272838,2.3770659,3.0347571,3.5272517,2.9596567,1.3882116,617.07092,856.625,1561.75,1011.375,581,223.125,103,46.125,19.875,8.875,1059.75,319.375,37.375,0,0,0,0,0
S(=O)(=O)(Nc1c(F)cc(F)cc1)c1ccc(NC(=O)c2nc[nH]c-3nccc2-3)cc1,-25.209999,MOL00016101_17,MOL00016101,1,0,,,,,,,,596.47888,0,0,596.47888,0,0,0,0,0,1.255816,0,0,0,0,109.41083,51.397659,14.77553,28.384735,0.023006637,0,0,0,0,-6.5260482,0,16.942226,24.626741,12.663203,13.609205,0,0,1,0,0,0,0.074814051,,,,,,,,0.21079703,0.91886324,,,,,,,,,,,,,,,,,,,,,,9078.4326,1797.1943,7833.9609,8525.71,7196.6836,881.50818,1000.2407,4.6698256,4.2015419,1.6253029,1.1492124,331.5,365.30557,1.3516432,0.076926135,2.7912884,2.541908,1.995258,0.87323731,0.38947549,0.18556969,0.089015141,0.031219725,800.25,450.875,320.375,243.5,187.75,147.625,98,62.5,1.2247449,0.70710677,0.70710677,0.5,0.5,1,-2.7896302,-2.7424128,-2.6972492,-9.0698786,-8.9157324,-8.2698965,1.3346198,414.125,634.25,548.75,206.5,79.875,33.25,14,5.375,0.2493172,0.13655031,0.59685922,0.7868554,1.0471267,1.1424456,1.2897929,1.4538476,1.4254498,2.2311096,0.87203705,0.69053745,0.76419288,1.2782886,2.3315048,3.2629187,3.7389989,4.6247444,1.4333569,552.37463,791.75,1530.5,1050.125,604.75,206.5,79.875,33.25,14,5.375,1116.375,415.875,56,0,0,0,0,0
Fc1c(C(=O)N[C@H](C(C)C)C(=O)Nc2sc3cc4OCCOc4cc3n2)cccc1,27.65,MOL00016042_1,MOL00016042,1,0,,,,,,,,641.25922,0,0,641.25922,0,0,0,0,0,1.1554326,0,0,0,0,57.049507,28.603624,-10.459909,8.8937178,0.18454576,0,0,0,0,-7.0587816,0,9.6561594,15.402037,9.711462,19.353628,0,0,1,0,0,0,0.038167205,,,,,,,,0.1966415,0.87739974,,,,,,,,,,,,,,,,,,,,,,9065.1172,1718.942,7669.791,8741.501,7305.9922,610.93744,1148.1877,4.7060819,4.3321524,1.9137061,0.84634787,354.25,385.42673,1.9499203,0.16077657,2.6240969,1.848081,1.3249121,0.58417416,0.22002511,0.10017098,0.044776689,0.018712623,975.25,556.75,427,357,293.75,213.125,108.625,74.75,1.118034,0.70710677,0.5,1.118034,0.5,0.70710677,-3.2755985,-3.2729096,-3.2650249,-8.0899515,-8.0090618,-8.0075455,1.3682147,322.5,429.375,358.875,141.5,47.25,20,7.875,3.25,0.11065574,0.056022409,0.52940571,0.37237135,0.48047882,0.61461341,0.70507157,0.92769039,0.56455505,1.1153886,0.17371352,0.78121203,0.93230039,1.1309687,1.5677609,1.8963735,3.1504831,4.1170435,1.4280545,590.75128,843.625,1388.875,770,415.5,142.125,47.25,20,7.875,3.25,1066.375,340.625,56.625,0.625,0,0,0,0
Brc1ccc2[C@H](CNc3cn(C[C@H](O)CN4CCCC4)nc3)C(=O)Nc2c1,43.41,MOL00015995_1,MOL00015995,1,0,,,,,,,,640.55499,0,0,640.55499,0,0,0,0,0,1.195761,0,0,0,0,103.65367,72.604752,0.15820324,3.0020096,0.037165619,0,0,0,0,-11.720981,0,6.7697458,14.639587,21.24,2.8438063,0,0,1,0,0,0,0.031135257,,,,,,,,0.088350356,0.95269787,,,,,,,,,,,,,,,,,,,,,,12420.309,1075.2698,11594.828,12170.52,11140.498,711.88574,567.92499,5.5029674,4.740005,1.3351398,0.83638269,343,376.80508,3.4669995,0.065885372,2.7377687,2.0739331,1.3822851,0.7215274,0.41112408,0.2074618,0.074358359,0.024759445,826.375,493.25,372.625,316.25,269.625,195,116.125,70.75,6.3442888,0.70710677,6.5383482,0.86602539,0.70710677,1.5,-2.6323569,-2.586014,-2.5841279,-8.6717339,-8.4213991,-8.1017332,1.3891003,444.75,580.25,455.75,198.625,87,38.75,13.5,4,0.2334787,0.12252964,0.95923764,0.7433421,0.62604725,0.76971334,0.84806341,2.0447109,2.1882503,1.8530205,0.72788125,1.3726372,2.2915869,2.9922526,3.0768745,3.6617537,4.8845358,7.9812164,1.3826267,579.51288,801.25,1489.875,896.125,477.75,198.625,87,38.75,13.5,4,1045.125,315.875,22,0,0,0,0,0
S(=O)(=O)(Nc1nc(C)cc(C)n1)c1ccc(NC(=O)C2=C(C)Nn3c([N+](=O)[O-])c(C)n[n+]23)cc1,39.610001,MOL00016018_1,MOL00016018,1,0,,,,,,,,703.76764,0,0,703.76764,0,0,0,0,0,1.2167853,0,0,0,0,63.770679,87.039803,-104.04983,-94.350662,1.5443383,0,0,0,0,-99.600189,0,50.710266,60.819965,18.826939,9.6991587,0,0,1,0,0,0,0.046290599,,,,,,,,0.10850148,0.97200328,,,,,,,,,,,,,,,,,,,,,,14577.815,1520.5104,13621.391,14013.729,12698.616,1307.2588,571.94012,5.5911117,5.2572031,1.4022577,1.1311004,383.25,435.77328,1.8213955,0.063315526,2.6582515,2.1548033,1.6827701,0.88378882,0.42012483,0.18098515,0.07710088,0.021368634,973,576.625,430.625,344.75,272.5,180.125,119.125,79.375,0.5,10.271319,10.428327,0.70710677,0.86602539,0.5,-2.8129766,-2.8031023,-2.7879403,-7.4330187,-7.246089,-7.0564137,1.4340562,401.25,590,550.5,254.75,99.625,38.875,13.125,4,0.23134978,0.11276287,0.54788905,0.72337878,0.81847799,1.0825341,1.3604549,1.1431497,1.3687538,2.4324269,0.45284387,0.98279834,1.0166414,0.78906339,1.1645683,1.7521974,3.0474153,3.5878835,1.4045792,658.02631,924.25,1669,1101.75,650.625,254.75,99.625,38.875,13.125,4,1267.75,511.75,100.125,0,0,0,0,0
